Sector,Pressure,Ecological Characteristic,Overlap,Frequency,DoI,Resilience,Persistence
Shipping,Noise,Pelagic Elasmobranchs,S,O,L,,
Shipping,Noise,Demersal Elasmobranchs,S,O,L,,
Shipping,Noise,Reptiles,S,O,L,,
Shipping,Noise,Marine birds,S,O,L,,
Shipping,Noise,Cephalopods,S,O,L,,
Shipping,Litter,Littoral rock & reef,W,P,C,,
Shipping,Litter,Littoral sediment,W,P,C,,
Shipping,Litter,Mangroves,NO,,,,
Shipping,Litter,Saltmarshes,NO,,,,
Shipping,Litter,Shallow rock & reef,W,P,C,,
Shipping,Litter,Shallow sediment,W,P,C,,
Shipping,Litter,Shelf rock & reef,W,C,L,,
Shipping,Litter,Shelf sediment,W,C,L,,
Shipping,Litter,Slope rock & reef,NO,,,,
Shipping,Litter,Slope sediment,NO,,,,
Shipping,Litter,Deep Sea rock & reef,NO,,,,
Shipping,Litter,Deep Sea Sediment,NO,,,,
Shipping,Litter,Coastal Pelagic,W,C,L,,
Shipping,Litter,Shelf Pelagic,W,C,L,,
Shipping,Litter,Oceanic Pelagic,NO,,,,
Shipping,Litter,Marine Mammals,W,C,C,,
Shipping,Litter,Pelagic Fish,W,C,C,,
Shipping,Litter,Demersal Fish,W,R,L,,
Shipping,Litter,Deep-sea Fish,NO,,,,
Shipping,Litter,Deep-sea Elasmobranchs,NO,,,,
Shipping,Litter,Pelagic Elasmobranchs,W,C,C,,
Shipping,Litter,Demersal Elasmobranchs,W,R,L,,
Shipping,Litter,Reptiles,W,C,C,,
Shipping,Litter,Marine birds,W,C,C,,
Shipping,Litter,Cephalopods,W,R,L,,
Shipping,Thermal Regime,Littoral rock & reef,NO,,,,
Shipping,Thermal Regime,Littoral sediment,NO,,,,
Shipping,Thermal Regime, Mangroves,NO,,,,
Shipping,Thermal Regime,Saltmarshes,NO,,,,
Shipping,Thermal Regime,Shallow rock & reef,NO,,,,
Shipping,Thermal Regime,Shallow sediment,NO,,,,
Shipping,Thermal Regime,Shelf rock & reef,NO,,,,
Shipping,Thermal Regime,Shelf sediment,NO,,,,
Shipping,Thermal Regime,Slope rock & reef,NO,,,,
Shipping,Thermal Regime,Slope sediment,NO,,,,
Shipping,Thermal Regime,Deep Sea rock & reef,NO,,,,
Shipping,Thermal Regime, Deep Sea Sediment,NO,,,,
Shipping,Thermal Regime,Coastal Pelagic,NO,,,,
Shipping,Thermal Regime,Shelf Pelagic,NO,,,,
Shipping,Thermal Regime,Oceanic Pelagic,NO,,,,
Shipping,Thermal Regime,Marine Mammals,NO,,,,
Shipping,Thermal Regime,Pelagic Fish,NO,,,,
Shipping,Thermal Regime,Demersal Fish,NO,,,,
Shipping,Thermal Regime,Deep-sea Fish,NO,,,,
Shipping,Thermal Regime,Deep-sea Elasmobranchs,NO,,,,
Shipping,Thermal Regime,Pelagic Elasmobranchs,NO,,,,
Shipping,Thermal Regime,Demersal Elasmobranchs,NO,,,,
Shipping,Thermal Regime,Reptiles,NO,,,,
Shipping,Thermal Regime,Marine birds,NO,,,,
Shipping,Thermal Regime,Cephalopods,NO,,,,
Shipping,Salinity Regime,Littoral rock & reef,NO,,,,
Shipping,Salinity Regime,Littoral sediment,NO,,,,
Shipping,Salinity Regime,Mangroves,NO,,,,
Shipping,Salinity Regime,Saltmarshes,NO,,,,
Shipping,Salinity Regime,Shallow rock & reef,NO,,,,
Shipping,Salinity Regime, Shallow sediment,NO,,,,
Shipping,Salinity Regime,Shelf rock & reef,NO,,,,
Shipping,Salinity Regime,Shelf sediment,NO,,,,
Shipping,Salinity Regime,Slope rock & reef,NO,,,,
Shipping,Salinity Regime,Slope sediment,NO,,,,
Shipping,Salinity Regime,Deep Sea rock & reef,NO,,,,
Shipping,Salinity Regime,Deep Sea Sediment,NO,,,,
Shipping,Salinity Regime,Coastal Pelagic,NO,,,,
Shipping,Salinity Regime,Shelf Pelagic,NO,,,,
Shipping,Salinity Regime,Oceanic Pelagic,NO,,,,
Shipping,Salinity Regime,Marine Mammals,NO,,,,
Shipping,Salinity Regime,Pelagic Fish,NO,,,,
Shipping,Salinity Regime,Demersal Fish,NO,,,,
Shipping,Salinity Regime,Deep-sea Fish,NO,,,,
Shipping,Salinity Regime,Deep-sea Elasmobranchs,NO,,,,
Shipping,Salinity Regime,Pelagic Elasmobranchs,NO,,,,
Shipping,Salinity Regime,Demersal Elasmobranchs,NO,,,,
Shipping,Salinity Regime,Reptiles,NO,,,,
Shipping,Salinity Regime,Marine birds,NO,,,,
Shipping,Salinity Regime,Cephalopods,NO,,,,
Shipping,Introduction of Contaminating compounds,Littoral rock & reef,W,O,L,,
Shipping,Introduction of Contaminating compounds,Littoral sediment,W,O,L,,
Shipping,Introduction of Contaminating compounds,Mangroves,NO,,,,
Shipping,Introduction of Contaminating compounds,Saltmarshes,NO,,,,
Shipping,Introduction of Contaminating compounds,Shallow rock & reef,W,O,L,,
Shipping,Introduction of Contaminating compounds,Shallow sediment,W,O,L,,
Shipping,Introduction of Contaminating compounds,Shelf rock & reef,W,O,L,,
Shipping,Introduction of Contaminating compounds,Shelf sediment,W,O,L,,
Shipping,Introduction of Contaminating compounds,Slope rock & reef,NO,,,,
Shipping,Introduction of Contaminating compounds,Slope sediment,NO,,,,
Shipping,Introduction of Contaminating compounds,Deep Sea rock & reef,NO,,,,
Shipping,Introduction of Contaminating compounds,Deep Sea Sediment,NO,,,,
Shipping,Introduction of Contaminating compounds,Coastal Pelagic,W,O,L,,
Shipping,Introduction of Contaminating compounds,Shelf Pelagic,W,O,L,,
Shipping,Introduction of Contaminating compounds,Oceanic Pelagic,NO,,,,
Shipping,Introduction of Contaminating compounds,Marine Mammals,S,R,L,,
Shipping,Introduction of Contaminating compounds,Pelagic Fish,S,R,L,,
Shipping,Introduction of Contaminating compounds,Demersal Fish,S,R,L,,
Shipping,Introduction of Contaminating compounds,Deep-sea Fish,NO,,,,
Shipping,Introduction of Contaminating compounds,Deep-sea Elasmobranchs,NO,,,,
Shipping,Introduction of Contaminating compounds,Pelagic Elasmobranchs,S,R,L,,
Shipping,Introduction of Contaminating compounds,Demersal Elasmobranchs,S,R,L,,
Shipping,Introduction of Contaminating compounds,Reptiles,S,R,L,,
Shipping,Introduction of Contaminating compounds,Marine birds,S,R,L,,
Shipping,Introduction of Contaminating compounds,Cephalopods,S,R,L,,
Shipping,Input of Organic Matter (including N&P),Littoral rock & reef,NO,,,,
Shipping,Input of Organic Matter (including N&P),Littoral sediment,NO,,,,
Shipping,Input of Organic Matter (including N&P),Mangroves,NO,,,,
Shipping,Input of Organic Matter (including N&P), Saltmarshes,NO,,,,
Shipping,Input of Organic Matter (including N&P),Shallow rock & reef,NO,,,,
Shipping,Input of Organic Matter (including N&P),Shallow sediment,NO,,,,
Shipping,Input of Organic Matter (including N&P),Shelf rock & reef,NO,,,,
Shipping,Input of Organic Matter (including N&P),Shelf sediment,NO,,,,
Shipping,Input of Organic Matter (including N&P),Slope rock & reef,NO,,,,
Shipping,Input of Organic Matter (including N&P),Slope sediment,NO,,,,
Shipping,Input of Organic Matter (including N&P),Deep Sea rock & reef,NO,,,,
Shipping,Input of Organic Matter (including N&P),Deep Sea Sediment,NO,,,,
Shipping,Input of Organic Matter (including N&P),Coastal Pelagic,NO,,,,
Shipping,Input of Organic Matter (including N&P), Shelf Pelagic,NO,,,,
Shipping,Input of Organic Matter (including N&P), Oceanic Pelagic,NO,,,,
Shipping,Input of Organic Matter (including N&P),Marine Mammals,NO,,,,
Shipping,Input of Organic Matter (including N&P),Pelagic Fish,NO,,,,
Shipping,Input of Organic Matter (including N&P),Demersal Fish,NO,,,,
Shipping,Input of Organic Matter (including N&P),Deep-sea Fish,NO,,,,
Shipping,Input of Organic Matter (including N&P),Deep-sea Elasmobranchs,NO,,,,
Shipping,Input of Organic Matter (including N&P),Pelagic Elasmobranchs,NO,,,,
Shipping,Input of Organic Matter (including N&P),Demersal Elasmobranchs,NO,,,,
Shipping,Input of Organic Matter (including N&P),Reptiles,NO,,,,
Shipping,Input of Organic Matter (including N&P),Marine birds,NO,,,,
Shipping,Input of Organic Matter (including N&P),Cephalopods,NO,,,,
Shipping,Invasive species,Littoral rock & reef,L,O,C,,
Shipping,Invasive species,Littoral sediment,L,O,C,,
Shipping,Invasive species,Mangroves,NO,,,,
Shipping,Invasive species,Saltmarshes,NO,,,,
Shipping,Invasive species,Shallow rock & reef,L,O,C,,
Shipping,Invasive species,Shallow sediment,L,O,C,,
Shipping,Invasive species,Shelf rock & reef,L,O,C,,
Shipping,Invasive species,Shelf sediment,L,O,C,,
Shipping,Invasive species,Slope rock & reef,NO,,,,
Shipping,Invasive species,Slope sediment,NO,,,,
Shipping,Invasive species,Deep Sea rock & reef,NO,,,,
Shipping,Invasive species,Deep Sea Sediment,NO,,,,
Shipping,Invasive species,Coastal Pelagic,L,O,C,,
Shipping,Invasive species,Shelf Pelagic,L,O,C,,
Shipping,Invasive species,Oceanic Pelagic,NO,,,,
Shipping,Invasive species,Marine Mammals,NO,,,,
Shipping,Invasive species,Pelagic Fish,NO,,,,
Shipping,Invasive species,Demersal Fish,NO,,,,
Shipping,Invasive species,Deep-sea Fish,NO,,,,
Shipping,Invasive species,Deep-sea Elasmobranchs,NO,,,,
Shipping,Invasive species,Pelagic Elasmobranchs,NO,,,,
Shipping,Invasive species,Demersal Elasmobranchs,NO,,,,
Shipping,Invasive species,Reptiles,NO,,,,
Shipping,Invasive species,Marine birds,NO,,,,
Shipping,Invasive species,Cephalopods,NO,,,,
Shipping,Species Extraction,Littoral rock & reef,NO,,,,
Shipping,Species Extraction, Littoral sediment,NO,,,,
Shipping,Species Extraction,Mangroves,NO,,,,
Shipping,Species Extraction,Saltmarshes,NO,,,,
Shipping,Species Extraction,Shallow rock & reef,NO,,,,
Shipping,Species Extraction,Shallow sediment,NO,,,,
Shipping,Species Extraction,Shelf rock & reef,NO,,,,
Shipping,Species Extraction,Shelf sediment,NO,,,,
Shipping,Species Extraction,Slope rock & reef,NO,,,,
Shipping,Species Extraction,Slope sediment,NO,,,,
Shipping,Species Extraction,Deep Sea rock & reef,NO,,,,
Shipping,Species Extraction,Deep Sea Sediment,NO,,,,
Shipping,Species Extraction,Coastal Pelagic,NO,,,,
Shipping,Species Extraction,Shelf Pelagic,NO,,,,
Shipping,Species Extraction,Oceanic Pelagic,NO,,,,
Shipping,Species Extraction,Marine Mammals,NO,,,,
Shipping,Species Extraction,Pelagic Fish,NO,,,,
Shipping,Species Extraction,Demersal Fish,NO,,,,
Shipping,Species Extraction, Deep-sea Fish,NO,,,,
Shipping,Species Extraction,Deep-sea Elasmobranchs,NO,,,,
Shipping,Species Extraction,Pelagic Elasmobranchs,NO,,,,
Shipping,Species Extraction,Demersal Elasmobranchs,NO,,,,
Shipping,Species Extraction,Reptiles,NO,,,,
Shipping,Species Extraction,Marine birds,NO,,,,
Shipping,Species Extraction,Cephalopods,NO,,,,
Shipping,Bycatch,Littoral rock & reef,NO,,,,
Shipping,Bycatch,Littoral sediment,NO,,,,
Shipping,Bycatch,Mangroves,NO,,,,
Shipping,Bycatch,Saltmarshes,NO,,,,
Shipping,Bycatch,Shallow rock & reef,NO,,,,
Shipping,Bycatch,Shallow sediment,NO,,,,
Shipping,Bycatch,Shelf rock & reef,NO,,,,
Shipping,Bycatch,Shelf sediment,NO,,,,
Shipping,Bycatch,Slope rock & reef,NO,,,,
Shipping,Bycatch,Slope sediment,NO,,,,
Shipping,Bycatch,Deep Sea rock & reef,NO,,,,
Shipping,Bycatch,Deep Sea Sediment,NO,,,,
Shipping,Bycatch,Coastal Pelagic,NO,,,,
Shipping,Bycatch,Shelf Pelagic,NO,,,,
Shipping,Bycatch,Oceanic Pelagic,NO,,,,
Shipping,Bycatch,Marine Mammals,NO,,,,
Shipping,Bycatch,Pelagic Fish,NO,,,,
Shipping,Bycatch,Demersal Fish,NO,,,,
Shipping,Bycatch,Deep-sea Fish,NO,,,,
Shipping,Bycatch,Deep-sea Elasmobranchs,NO,,,,
Shipping,Bycatch,Pelagic Elasmobranchs,NO,,,,
Shipping,Bycatch,Demersal Elasmobranchs,NO,,,,
Shipping,Bycatch,Reptiles,NO,,,,
Shipping,Bycatch,Marine birds,NO,,,,
Shipping,Bycatch,Cephalopods,NO,,,,
Shipping,Incidental Loss of spp.,Littoral rock & reef,NO,,,,
Shipping,Incidental Loss of spp.,Littoral sediment,NO,,,,
Shipping,Incidental Loss of spp.,Mangroves,NO,,,,
Shipping,Incidental Loss of spp.,Saltmarshes,NO,,,,
Shipping,Incidental Loss of spp.,Shallow rock & reef,NO,,,,
Shipping,Incidental Loss of spp., Shallow sediment,NO,,,,
Shipping,Incidental Loss of spp.,Shelf rock & reef,NO,,,,
Shipping,Incidental Loss of spp.,Shelf sediment,NO,,,,
Shipping,Incidental Loss of spp.,Slope rock & reef,NO,,,,
Shipping,Incidental Loss of spp.,Slope sediment,NO,,,,
Shipping,Incidental Loss of spp.,Deep Sea rock & reef,NO,,,,
Shipping,Incidental Loss of spp.,Deep Sea Sediment,NO,,,,
Shipping,Incidental Loss of spp.,Coastal Pelagic,NO,,,,
Shipping,Incidental Loss of spp.,Shelf Pelagic,NO,,,,
Shipping,Incidental Loss of spp.,Oceanic Pelagic,NO,,,,
Shipping,Incidental Loss of spp.,Marine Mammals,NO,,,,
Shipping,Incidental Loss of spp.,Pelagic Fish,NO,,,,
Shipping,Incidental Loss of spp.,Demersal Fish,NO,,,,
Shipping,Incidental Loss of spp.,Deep-sea Fish,NO,,,,
Shipping,Incidental Loss of spp.,Deep-sea Elasmobranchs,NO,,,,
Shipping,Incidental Loss of spp.,Pelagic Elasmobranchs,NO,,,,
Shipping,Incidental Loss of spp.,Demersal Elasmobranchs,NO,,,,
Shipping,Incidental Loss of spp.,Reptiles,NO,,,,
Shipping,Incidental Loss of spp.,Marine birds,NO,,,,
Shipping,Incidental Loss of spp.,Cephalopods,NO,,,,
Shipping,Barriers,Littoral rock & reef,NO,,,,
Shipping,Barriers,Littoral sediment,NO,,,,
Shipping,Barriers, Mangroves,NO,,,,
Shipping,Barriers,Saltmarshes,NO,,,,
Shipping,Barriers,Shallow rock & reef,NO,,,,
Shipping,Barriers,Shallow sediment,NO,,,,
Shipping,Barriers,Shelf rock & reef,NO,,,,
Shipping,Barriers,Shelf sediment,NO,,,,
Shipping,Barriers,Slope rock & reef,NO,,,,
Shipping,Barriers,Slope sediment,NO,,,,
Shipping,Barriers,Deep Sea rock & reef,NO,,,,
Shipping,Barriers,Deep Sea Sediment,NO,,,,
Shipping,Barriers,Coastal Pelagic,NO,,,,
Shipping,Barriers,Shelf Pelagic,NO,,,,
Shipping,Barriers,Oceanic Pelagic,NO,,,,
Shipping,Barriers,Marine Mammals,NO,,,,
Shipping,Barriers,Pelagic Fish,NO,,,,
Shipping,Barriers,Demersal Fish,NO,,,,
Shipping,Barriers,Deep-sea Fish,NO,,,,
Shipping,Barriers,Deep-sea Elasmobranchs,NO,,,,
Shipping,Barriers,Pelagic Elasmobranchs,NO,,,,
Shipping,Barriers,Demersal Elasmobranchs,NO,,,,
Shipping,Barriers,Reptiles,NO,,,,
Shipping,Barriers,Marine birds,NO,,,,
Shipping,Barriers,Cephalopods,NO,,,,
Shipping,Change in wave exposure,Littoral rock & reef,NO,,,,
Shipping,Change in wave exposure,Littoral sediment,NO,,,,
Shipping,Change in wave exposure,Mangroves,NO,,,,
Shipping,Change in wave exposure,Saltmarshes,NO,,,,
Shipping,Change in wave exposure,Shallow rock & reef,NO,,,,
Shipping,Change in wave exposure,Shallow sediment,NO,,,,
Shipping,Change in wave exposure,Shelf rock & reef,NO,,,,
Shipping,Change in wave exposure,Shelf sediment,NO,,,,
Shipping,Change in wave exposure,Slope rock & reef,NO,,,,
Shipping,Change in wave exposure,Slope sediment,NO,,,,
Shipping,Change in wave exposure,Deep Sea rock & reef,NO,,,,
Shipping,Change in wave exposure,Deep Sea Sediment,NO,,,,
Shipping,Change in wave exposure,Coastal Pelagic,NO,,,,
Shipping,Change in wave exposure,Shelf Pelagic,NO,,,,
Shipping,Change in wave exposure,Oceanic Pelagic,NO,,,,
Shipping,Change in wave exposure,Marine Mammals,NO,,,,
Shipping,Change in wave exposure,Pelagic Fish,NO,,,,
Shipping,Change in wave exposure,Demersal Fish,NO,,,,
Shipping,Change in wave exposure,Deep-sea Fish,NO,,,,
Shipping,Change in wave exposure,Deep-sea Elasmobranchs,NO,,,,
Shipping,Change in wave exposure,Pelagic Elasmobranchs,NO,,,,
Shipping,Change in wave exposure,Demersal Elasmobranchs,NO,,,,
Shipping,Change in wave exposure,Reptiles,NO,,,,
Shipping,Change in wave exposure,Marine birds,NO,,,,
Shipping,Change in wave exposure,Cephalopods,NO,,,,
Shipping,Current Changes,Littoral rock & reef,NO,,,,
Shipping,Current Changes,Littoral sediment,NO,,,,
Shipping,Current Changes,Mangroves,NO,,,,
Shipping,Current Changes, Saltmarshes,NO,,,,
Shipping,Current Changes,Shallow rock & reef,NO,,,,
Shipping,Current Changes,Shallow sediment,NO,,,,
Shipping,Current Changes, Shelf rock & reef,NO,,,,
Shipping,Current Changes,Shelf sediment,NO,,,,
Shipping,Current Changes,Slope rock & reef,NO,,,,
Shipping,Current Changes,Slope sediment,NO,,,,
Shipping,Current Changes,Deep Sea rock & reef,NO,,,,
Shipping,Current Changes,Deep Sea Sediment,NO,,,,
Shipping,Current Changes,Coastal Pelagic,NO,,,,
Shipping,Current Changes,Shelf Pelagic,NO,,,,
Shipping,Current Changes,Oceanic Pelagic,NO,,,,
Shipping,Current Changes,Marine Mammals,NO,,,,
Shipping,Current Changes,Pelagic Fish,NO,,,,
Shipping,Current Changes,Demersal Fish,NO,,,,
Shipping,Current Changes,Deep-sea Fish,NO,,,,
Shipping,Current Changes,Deep-sea Elasmobranchs,NO,,,,
Shipping,Current Changes,Pelagic Elasmobranchs,NO,,,,
Shipping,Current Changes,Demersal Elasmobranchs,NO,,,,
Shipping,Current Changes,Reptiles,NO,,,,
Shipping,Current Changes,Marine birds,NO,,,,
Shipping,Current Changes,Cephalopods,NO,,,,
Shipping,pH changes,Littoral rock & reef,NO,,,,
Shipping,pH changes,Littoral sediment,NO,,,,
Shipping,pH changes,Mangroves,NO,,,,
Shipping,pH changes,Saltmarshes,NO,,,,
Shipping,pH changes,Shallow rock & reef,NO,,,,
Shipping,pH changes,Shallow sediment,NO,,,,
Shipping,pH changes,Shelf rock & reef,NO,,,,
Shipping,pH changes,Shelf sediment,NO,,,,
Shipping,pH changes,Slope rock & reef,NO,,,,
Shipping,pH changes,Slope sediment,NO,,,,
Shipping,pH changes,Deep Sea rock & reef,NO,,,,
Shipping,pH changes,Deep Sea Sediment,NO,,,,
Shipping,pH changes,Coastal Pelagic,NO,,,,
Shipping,pH changes,Shelf Pelagic,NO,,,,
Shipping,pH changes,Oceanic Pelagic,NO,,,,
Shipping,pH changes,Marine Mammals,NO,,,,
Shipping,pH changes, Pelagic Fish,NO,,,,
Shipping,pH changes,Demersal Fish,NO,,,,
Shipping,pH changes,Deep-sea Fish,NO,,,,
Shipping,pH changes,Deep-sea Elasmobranchs,NO,,,,
Shipping,pH changes,Pelagic Elasmobranchs,NO,,,,
Shipping,pH changes,Demersal Elasmobranchs,NO,,,,
Shipping,pH changes,Reptiles,NO,,,,
Shipping,pH changes,Marine birds,NO,,,,
Shipping,pH changes,Cephalopods,NO,,,,
Shipping,Electromagnetic (EMF),Littoral rock & reef,NO,,,,
Shipping,Electromagnetic (EMF),Littoral sediment,NO,,,,
Shipping,Electromagnetic (EMF),Mangroves,NO,,,,
Shipping,Electromagnetic (EMF),Saltmarshes,NO,,,,
Shipping,Electromagnetic (EMF),Shallow rock & reef,NO,,,,
Shipping,Electromagnetic (EMF),Shallow sediment,NO,,,,
Shipping,Electromagnetic (EMF),Shelf rock & reef,NO,,,,
Shipping,Electromagnetic (EMF),Shelf sediment,NO,,,,
Shipping,Electromagnetic (EMF),Slope rock & reef,NO,,,,
Shipping,Electromagnetic (EMF),Slope sediment,NO,,,,
Shipping,Electromagnetic (EMF),Deep Sea rock & reef,NO,,,,
Shipping,Electromagnetic (EMF), Deep Sea Sediment,NO,,,,
Shipping,Electromagnetic (EMF),Coastal Pelagic,NO,,,,
Shipping,Electromagnetic (EMF),Shelf Pelagic,NO,,,,
Shipping,Electromagnetic (EMF),Oceanic Pelagic,NO,,,,
Shipping,Electromagnetic (EMF),Marine Mammals,NO,,,,
Shipping,Electromagnetic (EMF),Pelagic Fish,NO,,,,
Shipping,Electromagnetic (EMF),Demersal Fish,NO,,,,
Shipping,Electromagnetic (EMF),Deep-sea Fish,NO,,,,
Shipping,Electromagnetic (EMF),Deep-sea Elasmobranchs,NO,,,,
Shipping,Electromagnetic (EMF),Pelagic Elasmobranchs,NO,,,,
Shipping,Electromagnetic (EMF),Demersal Elasmobranchs,NO,,,,
Shipping,Electromagnetic (EMF),Reptiles,NO,,,,
Shipping,Electromagnetic (EMF),Marine birds,NO,,,,
Shipping,Electromagnetic (EMF),Cephalopods,NO,,,,
Telecommunications,Sealing,Littoral rock & reef,NO,,,,
Telecommunications,Sealing,Littoral sediment,NO,,,,
Telecommunications,Sealing,Mangroves,NO,,,,
Telecommunications,Sealing,Saltmarshes,NO,,,,
Telecommunications,Sealing,Shallow rock & reef,NO,,,,
Telecommunications,Sealing,Shallow sediment,NO,,,,
Telecommunications,Sealing,Shelf rock & reef,NO,,,,
Telecommunications,Sealing,Shelf sediment,NO,,,,
Telecommunications,Sealing,Slope rock & reef,NO,,,,
Telecommunications,Sealing,Slope sediment,NO,,,,
Telecommunications,Sealing,Deep Sea rock & reef,NO,,,,
Telecommunications,Sealing,Deep Sea Sediment,NO,,,,
Telecommunications,Sealing,Coastal Pelagic,NO,,,,
Telecommunications,Sealing,Shelf Pelagic,NO,,,,
Telecommunications,Sealing,Oceanic Pelagic,NO,,,,
Telecommunications,Sealing,Marine Mammals,NO,,,,
Telecommunications,Sealing,Pelagic Fish,NO,,,,
Telecommunications,Sealing,Demersal Fish,NO,,,,
Telecommunications,Sealing,Deep-sea Fish,NO,,,,
Telecommunications,Sealing,Deep-sea Elasmobranchs,NO,,,,
Telecommunications,Sealing,Pelagic Elasmobranchs,NO,,,,
Telecommunications,Sealing,Demersal Elasmobranchs,NO,,,,
Telecommunications,Sealing,Reptiles,NO,,,,
Telecommunications,Sealing,Marine birds,NO,,,,
Telecommunications,Sealing,Cephalopods,NO,,,,
Telecommunications,Changes in siltation/ Smothering,Littoral rock & reef,NO,,,,
Telecommunications,Changes in siltation/ Smothering,Littoral sediment,S,P,L,,
Telecommunications,Changes in siltation/ Smothering,Mangroves,NO,,,,
Telecommunications,Changes in siltation/ Smothering,Saltmarshes,NO,,,,
Telecommunications,Changes in siltation/ Smothering,Shallow rock & reef,NO,,,,
Telecommunications,Changes in siltation/ Smothering, Shallow sediment,S,P,L,,
